Title,Rating,Votes,Time,Genre,Stars
Dr. Jin,6.5,231,65 min,Fantasy,"Song Seung-heon, Park Min-Young, Beom-su Lee, Jae-Joong Kim"
The Legend,8,188,-,"Drama, Fantasy, History","Oh Kwang-rok, Min-su Choi, Park Sang-won, Yong-jun Bae"
Mini Force: The Beginning,3.3,34,20 min,"Animation, Action, Adventure","Um Sang-Hyun, Jeon Tae-Yeol, Soyoung Lee, Sin Yong-woo"
Horse Doctor,7.6,131,70 min,"Drama, History, Romance","Cho Seung-woo, Yo-won Lee, Chang-min Son, Seon Yu"
The Road: Tragedy of One,6.4,44,70 min,"Mystery, Thriller","Jin-hee Ji, Yun Se-ah, Kim Hye-Eun, Dal Hwan Cho"
The Greatest Love,7.8,"1,017",-,"Comedy, Drama, Romance","Seung-Won Cha, Kong Hyo-Jin, Gyo-jin In, Yoo In-Na"
My Fellow Citizens,7,181,-,Comedy,"Si Won Choi, Im Ji-Hyun, Min-Jung Kim, Yoo-Young Lee"
Mask,7.7,370,-,"Drama, Romance","Soo Ae, Ju Ji-Hoon, Jeong-hun Yeon, Yoo In-young"
Reign: The Conqueror,6.9,493,30 min,"Animation, Action, Adventure","John DeMita, Michael Sorich, Beau Billingslea, Mary Elizabeth McGlynn"
I Need Romance,7.1,277,45 min,Romance,"Jeong-hoon Kim, Yeo-jin Choi, Tae-hee Heo, Yeon-joo Ha"
Two Women's Room,-,-,-,"Drama, Romance",-
Bride of the Century,7.1,477,67 min,"Drama, Fantasy, Romance","Jin-Sung Yang, Hong-ki Lee, Jung-Hee Nam"
Mama Fairy and the Woodcutter,5.1,124,-,"Comedy, Fantasy, Romance","Seo Ji-Hoon, Mi-na Kang, Jun Soo Jin, Seo Eun-Sol"
Welcome 2 Life,7.3,111,35 min,"Drama, Fantasy","Ji-Yeon Lim, Rain, Kim Kyeong-min, Da-Sol Han"
Peng,5.9,16,18 min,Comedy,"Won-Myung Choi, Lee Seung Il, Joo Woo Jae, Kim Hyun Jin"
Meteorological Administration People: Office Romance Cruelty,-,-,-,"Drama, Romance",-
Let's Eat,7.7,588,50 min,"Comedy, Romance","Doo-Joon Yoon, Kim Hee-won, Jee-Young Kim, Hyeon-jin Seo"
Woman of 9.9 Billion,7.4,70,35 min,Drama,"Yeo-jeong Cho, Kang-woo Kim, Jeong Woong-in, Na-ra Oh"
Punch,7.8,84,-,"Drama, Romance, Thriller","Rae-won Kim, Kim Ah-jung, Jae-Hyun Cho, Seo Ji-hye"
My Fair Lady,7,501,-,"Comedy, Romance","Seok-Hyeon Wang, Moon Chae-Won, Yun Eun-hye, Il-Woo Jung"
"Ms. Ma, Nemesis",7.3,46,-,Mystery,"Seung-Hoon Choi, Seok-jeong Hwang, Yunjin Kim, Hee-kyung Moon"
Uchu Sentai Kyuranger,7.4,129,25 min,"Action, Adventure, Comedy","Takumi Kizu, Sakurako Okubo, Tetsuji Sakakibara, Mao Ichimichi"
Paik's Spirit,6.2,45,-,Talk-Show,-
Devilish Joy,7.1,445,65 min,Romance,"Choi Jin-Hyuk, Song Ha-Yoon, Hoya, Lee Joo-yeon"
Pinkfong Wonderstar,7.4,20,-,Animation,"Lexi Fontaine, Mick Wingert, Stephanie Sheh, Cassandra Lee Morris"
Royal Secret Agent,7.5,207,65 min,"Comedy, Mystery, Romance","Myung-Soo Kim, Nara, Yi-Kyeong Lee, Ahn Nae-sang"
Mistress,8.5,85,60 min,"Mystery, Romance","Hee-Seo Choi, Jae-yee Goo, Ga-in Han, Shin Hyon Bin"
Oh My Baby,7.3,168,60 min,"Drama, Romance","Jang Na-ra, Joon Go, Byeong-eun Park, Geon-joo Jung"
That Man Oh Soo,6.6,240,-,"Fantasy, Romance","Ye-ju Jin, Tae-oh Kang, Kim So-eun, Jong-Hyun Lee"
You Are the Best!,7.3,218,80 min,"Comedy, Drama, Romance","Ji-eun Lee, Jo Jung-Suk, Du-shim Ko, Mi-sook Lee"
The Royal Gambler,7.5,231,-,"Drama, History","Keun-Suk Jang, Yeo Jin-gu, Kwang-ryul Jun, Jun Soo Jin"
Smile Again,8.5,41,-,Family,"Ji Chang-Wook, Do Ji-Won, Joon-Ha Lee, Jung Ae-ri"
The Accidental Couple (That Fool),7.7,125,-,"Comedy, Drama, Romance","Jung-min Hwang, Kim Ah-jung"
The King's Face,7.5,100,-,"Action, Drama, Romance","Seo In-Guk, Yun-hie Jo, Sung-Jae Lee, Seong-rok Sin"
"Baker King, Kim Tak Goo",8.1,399,90 min,"Drama, Family, Romance","Yoon Shi-Yoon, Park Sang-Myeon, Joo Won, Mi-seon Jeon"
Cubix: Robots for Everyone,6.1,432,24 min,"Animation, Family, Sci-Fi","Choi Duk Hee, Lee Mi-Ja, Andrew Rannells, Veronica Taylor"
Lookout,7.8,310,-,Action,"Moo-Seong Choi, Yoon Da Young, Kim Sang Ho, Seo Jae Hyung"
Immortal Classic,7.5,36,75 min,Romance,"Seon-yeong Park, Du-shim Ko, Jae-Suk Han"
Shine or Go Crazy,7.4,198,-,"Drama, Fantasy, Romance","Jang Hyuk, Yeon-Seo Oh, Lee Hanee, Ju-hwan Lim"
Falsify,7.8,95,-,"Drama, Thriller","Oh Jeong-Se, Min Namkoong, Moon Sung-Keun, Ji-won Uhm"
Girl's High School Mystery Class,8.8,13,40 min,Game-Show,"Eun-jae Lee, Kim Hyung-Seo, Do-Yeon Jang, Ye-na Choi"
Best Lover,6.8,72,35 min,"Drama, Romance","Lee Da-hae, Mi Zhou, Wang Qiu Zi, Jeon Jin-ki"
Gye Baek,7.8,137,-,"Drama, History","Seo-jin Lee, Jae-Hyun Cho, Song Ji-Hyo, Jong-hwan Choi"
Kamen Rider Kabuto,7.9,433,30 min,"Action, Adventure, Drama","Hiro Mizushima, Yûki Satô, Yoshiyuki Yamaguchi, Yui Satonaka"
Kamen Rider Kuuga,8.2,417,30 min,"Action, Adventure, Drama","Joe Odagiri, Shingo Katsurayama, Kazumi Murata, Kitarô"
Ja Myung Go,7.5,123,-,"Drama, Fantasy, History","Young-yu Lee, Ryeowon Jung, Park Min-Young, Jung Kyung-ho"
It's Okay to Be Sensitive,7.7,16,-,"Comedy, Drama, Romance","Da-Ye Kim, Young-Dae Kim, Lee Yoo-mi, Seo-Young Hong"
Trap,7.6,108,-,Thriller,"Seo-jin Lee, Dong-il Sung, Oh Han-kyul, Carson Allen"
Kongsuni and Friends,5,24,-,Animation,"Josh Friesen, Caitlynne Medrek, Nikki Rae Hallow, Nathan Hunt"
Inspiring Generation,7.6,203,-,"Action, Crime, Drama","Se-Yeon Jin, Kim Hyun-joong, Jae-rim Song, Soo-hyang Im"
My Korean Jagiya,8,28,30 min,"Comedy, Romance","Heart Evangelista, Alexander Lee, Janice de Belen, Ricky Davao"
Kim Soo Ro,7,111,-,"Drama, Romance","Kim Hyung Il, Dong-jik Jang, Won-jong Lee, Oh-seong Yu"
Angry Mom,7.6,472,70 min,"Comedy, Drama","Kim Hee-seon, Kim Yoo-jeong, Hyun-Woo Ji, Ji Soo"
Times,7.3,85,60 min,"Crime, Drama, Fantasy","Seo-jin Lee, Joo-Young Lee, Yeong-cheol Kim, Jung-hee Moon"
The Fugitive: Plan B,7,270,-,"Action, Comedy, Romance","Daniel Henney, Lee Jung-Jin, Lee Na-Young, Rain"
Band of Sisters,8.5,26,-,Drama,"Seo-hee Jang, Yun-a Oh, Kim Joo-Hyun, Kim Dasom"
"Village Survival, the Eight",8.7,48,80 min,"Game-Show, Reality-TV","Jae-Suk Yoo, Se-Hyung Yang, Dam-Bi Son, Soo-hyang Im"
X Man,7.4,5,70 min,Game-Show,"Ho-Dong Kang, Jae-Suk Yoo, Haha, Hee-chul Kim"
Tomorrow Victory,9.3,7,-,"Drama, Romance","So-Min Jun, Phillip Choi, Bo-Hee Lee, Eung-Kyung Lee"
Jang Geum's Dream,8.1,81,30 min,"Animation, Adventure, Comedy","Chweh Han, Rhee Seon Joo, Yeong-seon Kim, Rieu Seung Kon"
Diary of a Night Watchman,6,125,60 min,"Drama, Fantasy","Chang-Seok Ko, Jae-yong Lee, Se-chang Lee, Kim Sung-oh"
Miss Korea,7,110,-,"Comedy, Drama, Romance","Sun-kyun Lee, Yeon-hee Lee, Bong-gi Baek, Jeong Gyu-Su"
When I Was the Most Beautiful,6.9,89,-,"Drama, Romance","Soo-hyang Im, Ji Soo, Ha Seok-jin, Seung-eon Hwang"
All About My Romance,7.7,79,-,"Comedy, Romance","Shin Ha-kyun, Lee Min-Jung, Hee-soon Park, Chae-Ah Han"
Single's Inferno,-,-,-,Reality-TV,-
Five Fingers,7.3,118,-,Drama,"Shi-ra Chae, Ji Chang-Wook, Mi-seon Jeon, Ju Ji-Hoon"
Lucky Romance,7.1,615,60 min,"Comedy, Romance","Hwang Jeong-eum, Ryu Jun-Yeol, Sang-Hoon Jung, Ji-min Kim"
American Hustle Life,8.7,288,-,Reality-TV,"Tony D Jones, Jamal Quezaire, J-Hope, V"
Kaitou Sentai Lupinranger VS Keisatsu Sentai Patranger,7.7,122,25 min,"Action, Adventure, Comedy","Asahi Itou, Shôgo Hama, Haruka Kudo, Kousei Yuuki"
Sixteen,7.4,35,-,"Drama, Music, Reality-TV","Tzu-Yu Chou, Momo Hirai, Na-yeon Im, Da-Hyeon Kim"
Page Turner,7.9,529,-,"Drama, Music","Kim So-Hyun, Ji Soo, Sin Jae-ha, Ji-won Ye"
Revolutionary Sisters,6,18,70 min,"Comedy, Drama, Mystery","Yun Ju-sang, Eun-hee Hong, Hye-bin Jeon, Won-Hee Go"
Bad Boy,7.7,231,60 min,"Drama, Mystery, Romance","Nam-gil Kim, Ga-in Han, Kim Jae-Wook, Shim Eun-kyung"
Missing Noir M,7.8,223,-,"Action, Crime, Thriller","Kang-woo Kim, Hee-soon Park, Jo Bo-ah, Kyu-chul Kim"
The Greatest Divorce,7.3,52,-,"Comedy, Romance","Bae Doona, Wi Ha-Joon, Sukku Son, Tae-Hyun Cha"
Infinite Challenge,8.5,230,-,Reality-TV,"Jae-Suk Yoo, Haha, Myung-Soo Park, Il-Woo Jung"
Baby Faced Beauty,6.7,99,-,"Comedy, Romance","Jang Na-ra, Daniel Choi, Jin Ryu, Min-seo Kim"
Kamen Rider Gaim,8.2,491,25 min,"Action, Adventure, Comedy","Gaku Sano, Seiji Hiratoko, Hôchû Ôtsuka, Mahiro Takasugi"
Sabotage City,-,-,-,"Drama, Mystery, Thriller",-
Soul Mechanic,7.7,93,35 min,"Comedy, Drama, Romance","Shin Ha-kyun, Joo Min-Kyung, Jung So-Min, In-ho Tae"
Sweet Munchies,7,81,65 min,"Comedy, Drama, Romance","Il-Woo Jung, Ji-young Kang, Hak-joo Lee, Yang Dae-Hyeok"
The Village: Achiara's Secret,7.3,209,-,"Mystery, Thriller","Seo-hyun Ahn, Jae-woong Choi, Moon Geun-young, Jang Hie-jin"
Kamen Rider OOO,8,431,24 min,"Action, Adventure, Comedy","Shu Watanabe, Ryosuke Miura, Riho Takada, Asaya Kimijima"
Tong: Memories,8,57,10 min,Drama,-
The Merchant: Gaekju 2015,7.9,38,-,"Drama, History","Jay Kim, Jang Hyuk, Min-Jung Kim, Moon Ga-young"
Kamen Rider 555,8.4,445,25 min,"Action, Adventure, Drama","Kento Handa, Yuria Haga, Hitomi Kurihara, Masayuki Izumi"
"Beautiful Love, Wonderful Life",7.3,45,40 min,"Comedy, Drama, Romance","Seol In-ah, Jae-young Kim, Yun-hie Jo, Bak Yoon"
Twinkle Twinkle,7.6,20,70 min,"Drama, Romance","Kim Hyun-joo, Yu-ri Lee, Seok-hun Kim, Kang Dong Ho"
Vampire Detective,6.7,191,-,"Crime, Fantasy","Joon Lee, Oh Jeong-Se, Se-yeong Lee, Bok-rae Jo"
I Need Romance 3,7.6,123,45 min,"Comedy, Drama, Romance","Kim So-yeon, Sung Jun, Min Namkoong, Ji-won Wang"
Youth Over Flowers,8.5,45,90 min,Reality-TV,"Jae-hong Ahn, Baro, Park Bo-Gum, Kang Ha-Neul"
Pride and Prejudice,7,183,-,"Drama, Romance","Choi Jin-Hyuk, Jin-hee Baek, Woo-sik Choi, Kim Yeo-jin"
Drama Special,6.1,21,-,Drama,"Hie-bong Jo, Dae-yeon Lee, Hyun-chul Seo, Dae-chul Choi"
The Return of Iljimae,7.8,84,-,"Action, Drama, Romance","Il-Woo Jung, Jin-Seo Yoon, Min-jong Kim, Hye-Young Jung"
Partner,6.9,44,-,"Drama, Romance","Cheol-ho Choi, Su-rin Choi, Nam Da-reum, Lee Dong-Wook"
Dating Agency: Cyrano,7.2,200,-,"Drama, Romance","Sung-Woo Bae, Sooyoung Choi, Jong-Hyun Hong, Cheon-hee Lee"
Whisper,7.2,174,-,Drama,"Lee Bo-young, Sang-yoon Lee, Kim Kap-su, Park Se-young"
My Dangerous Wife,8,72,-,"Crime, Mystery, Thriller","Jeong-eun Kim, Choi Wonyoung, Soo-Jang Baek, Yu-hwa Choi"
Jang Yeong-Sil,7.8,88,-,"Biography, Drama, History","Il-guk Song, Kim Sang-kyung, Yeong-cheol Kim, Seon-yeong Park"
A Man Called God,6.2,176,50 min,Romance,"Il-guk Song, Chae-Young Han, Cho Jin-woong, Go Eun Han"
K-Pop the Ultimate Audition,6.8,215,60 min,"Comedy, Drama, Music","Go Eun Ah, Kyeong-min Hong, Kwak Yong Hwan, Song Se Hyun"
Sketch,7.6,149,80 min,"Action, Drama, Fantasy","Rain, Sun-Bin Lee, Dong-geon Lee, Kyu-Sung Lee"
Who Are You,6.9,277,-,"Fantasy, Horror, Mystery","Woo-sik Choi, Yi-hyeon So, Taecyeon, Kim Jae-Wook"
"Friend, Our Legend",8.4,43,64 min,"Action, Crime, Drama","Hyun Bin, Suh Do Young, Joong-Ho Kim, Min-Joon Kim"
Moorim School,7,563,-,"Action, Drama","Jeong Eu-Gene, Beom-su Lee, Hong-bin Lee, Hyun-Woo Lee"
One More Happy Ending,7.3,317,70 min,"Comedy, Romance","Jang Na-ra, Jung Kyung-ho, In-Young Seo, Kwon Yul"
The Time We Were Not in Love,7.3,341,60 min,"Comedy, Drama, Romance","Ha Ji-Won, Seo Dong-gun, Won-Hee Go, In-Young Hong"
Mrs. Cop,8,88,-,Crime,"Kim Bum, Seul-ong Im, Sung-ryung Kim, Dam-Bi Son"
Green Rose,8.1,92,60 min,"Drama, Mystery, Romance","Go Soo, Lee Da-hae, Jong-Hyuk Lee, Kim Seo-hyeong"
Final Fantasy: Unlimited,6.1,660,24 min,"Animation, Adventure, Fantasy","Samantha Clark, Chris Scott, Samantha Inoue Harte, Kôji Ishii"
Flowering Heart,6.6,44,12 min,"Animation, Action, Adventure","Nancy Kim, Jacqueline Youn, Dami Lee, Anna Paik"
I jukilnomui sarang,7.5,445,60 min,"Drama, Romance","Rain, Shin Min-a, Sa-rang Kim, Ki-woo Lee"
The Greatest Marriage,6.8,131,-,"Comedy, Drama, Romance","Kim Seung-hun, Ae Yun Jung, Choi Jung Hoo, Jang Ki-Yong"
Risky Romance,7.2,74,-,"Drama, Romance","Hyun-Woo Ji, Jin-Yeop Kim, Lee Si-young, Joo-Hee Yoon"
Youth Recipe,7.8,8,25 min,Drama,"Moon Ga-young, Hee-chul Kim"
Protect the Boss,7,630,65 min,"Comedy, Drama, Romance","Kim Young-ok, Seong Ji, Ahn Nae-sang, Kang-hee Choi"
Road to Kingdom,7.9,49,90 min,"Music, Reality-TV","Lee Da-hee, Sung-kyu Jang, Pentagon, Onf"
The Wind Blows,7.7,36,-,Drama,"Woo-seong Kam, Ha-neul Kim, Ahn Dong-Goo, Kim Ga-eun"
Less Than Evil,7.6,81,35 min,"Crime, Drama","Shin Ha-kyun, Seol Lee, Park Ho-San, Hee-seok Yun"
Gon,5.8,66,25 min,Animation,"Arthur Holden, Marcel Jeannin, Sarah Camacho, Holly Gauthier-Frankel"
D-Day,7.7,242,65 min,"Drama, Romance","Kim Young-kwang, Jung So-Min, Sung-yeol Lee, Kim Hye-Eun"
Fashion 70's,8,25,60 min,Drama,"Bae Soo Bin, Jeong-myeong Cheon, Il-hwa Choi, Lee Eun"
Tickety Toc,2.7,263,11 min,"Animation, Family","Luke Cawley, Nathaniel Logan McIntyre, Katy Wix, Lewis Macleod"
Children of a Lesser God,7.9,99,60 min,"Drama, Fantasy, Mystery","Ji-Hwan Kang, Kim Ok-bin, Hee-seop Sim, Jang Gwang"
Rubeusutori in Habeodeu,7.4,267,60 min,"Romance, Drama","Rae-won Kim, Kim Tae-hee, Lee Jung-Jin, Geon-woo Son"
Armored saurus,-,-,-,Action,-
Master in the House,8.6,130,-,Reality-TV,"Sang-yoon Lee, Lee Seung-gi, Se-Hyung Yang, Sung-Jae Yook"
Scripting Your Destiny,7.2,79,-,"Comedy, Fantasy, Romance","Ki Do-Hoon, So-nee Jeon, Kim Woo-Seok, Sang Nam Park"
Get Revenge,7.5,55,-,"Drama, Mystery","Sa-rang Kim, Hyun-min Yoon, Man-sik Jeong, Eun-hye Park"
Emperor of the Sea,8,"1,050",22 min,Drama,"Soo-bin Bae, Seo Do Young, Gi-seok Do, Ho-geun Jeong"
The Suspicious Housekeeper,7.6,146,-,"Drama, Mystery","Choi Ji-woo, Sung-Jae Lee, Ji-hye Wang, Seung Hyun Baek"
Room No. 9,7.8,71,60 min,"Drama, Fantasy, Mystery","Kim Hee-seon, Kim Hae-sook, Kim Young-kwang, Dae-hwan Oh"
Pretty Boy,6.3,494,-,"Comedy, Romance","Keun-Suk Jang, Ji-eun Lee, Lee Jang-woo, Chae-Young Han"
Hangout with Yoo,-,-,70 min,"Comedy, Reality-TV",-
Happy If You Died,6.8,111,35 min,"Comedy, Fantasy, Romance","Jin-hee Baek, Ji-Hwan Kang, Myoung Gong, Sol-mi Park"
Kong: The Animated Series,5.9,201,30 min,"Animation, Action, Adventure","Kirby Morrow, Scott McNeil, Saffron Henderson, Daphne Goldrick"
Fashion King,6,226,-,Drama,"Yoo Ah-in, Shin Se-Kyung, Lee Jehoon, Yuri Kwon"
House on Wheels,8.1,30,-,Reality-TV,"Dong-il Sung, Kim Hee-won, Yeo Jin-gu, Si-wan Yim"
Real Men,8.6,18,-,Reality-TV,"Sam Hammington, Park Hyung-Sik, Lee Si-young, Kyung-Hwan Heo"
Lonely Enough to Love,6.5,74,-,"Comedy, Romance","Kim So-eun, Hyun-Woo Ji"
Entertainer,6.7,313,-,"Comedy, Drama, Romance","Jeong-an Chae, Myoung Gong, Joon-seok Heo, No-min Jeon"
Time,7.3,133,-,Drama,"Kim Jung-hyun, Seohyun, Seung-eon Hwang, Ji Hyun Ahn"
Chip In,7.3,52,60 min,"Comedy, Crime, Drama","Hye-jun Kim, Na-ra Oh, Han Soo Hyun, Kim Jeong-yeong"
Wild Romance,7.2,252,-,"Comedy, Romance, Sport","Lee Si-young, Lee Dong-Wook, Kang Dong Ho, Tae-Hoon Jang"
Go Ho's Starry Night,7.6,292,20 min,"Comedy, Romance","So-Eun Han, Sin Jae-ha, Yuri Kwon, Ji-Hoon Lee"
Splendid Politics,7.7,91,-,"Drama, Romance","Tae-Ri Lee, Chani, Joon-hee Song, Seung-Won Cha"
Kingdom: Legendary War,7.6,67,90 min,"Music, Reality-TV","Chang-min Shim, BTOB, Ikon, Sf9"
Hur Jun,8.6,59,-,Drama,-
Team Galaxy,5.5,803,26 min,"Animation, Adventure, Comedy","Françoise Blanchard, Christophe Lemoine, Donald Reignoux, Dorothée Pousséo"
Again My Life,-,-,-,Action,-
Children of Nobody,7.4,200,30 min,"Crime, Drama, Mystery","Hak-Yeon Cha, Yi-Kyeong Lee, Ye-Won Mun, Gyu-ri Nam"
Mystery Queen,7.5,197,60 min,"Comedy, Mystery","Hyun-sook Kim, Kang-hee Choi, Sang-Woo Kwon, Byeong-eun Park"
One Sunny Day,7.6,60,14 min,Romance,"So Ji-seob, Kim Ji-Won"
Hide and Seek,7,36,-,Drama,"Yu-ri Lee, Chang-ui Song, Hyun-kyung Uhm, Kim Young-min"
Happy and,6.5,11,30 min,-,-
Temptation of Wife,7.6,68,-,Drama,"Seo-hee Jang, Woo-min Byeon, Kim Seo-hyeong, Jae-Hwang Lee"
Cinderella's Sister,6.9,264,65 min,Drama,"Moon Geun-young, Seo-woo Eun, Jeong-myeong Cheon, Mi-sook Lee"
My Lovely Girl,6.3,302,60 min,Drama,"Jae-kyung Kim, Ye-ryeon Cha, Krystal Jung, Myung-Soo Kim"
The Miracle,6.5,193,15 min,"Short, Comedy, Drama","Hong Yoon Hwa, Yang Hak Jin, Dong-Hyun Kim, Kim Na Hyun"
Kamen Rider Ghost,6.4,200,25 min,"Action, Adventure, Comedy","Shun Nishime, Hikaru Ohsawa, Takayuki Yanagi, Hayato Isomura"
Five Children,7.9,100,70 min,Drama,"Hyung Tak Shim, Yi-yeong Shim, Soo-hyang Im, Hye-Sun Shin"
"Goodbye, Dear Wife",6.5,25,-,Drama,"Danny Ahn, Danny Ahn, Soo-Hyun Hong, Ji-yoon Park"
Man Who Sets the Table,6.4,27,-,"Drama, Romance","Sooyoung Choi, Joo-Wan On, Kim Kap-su, Kim Mi-Sook"
Mother of Mine,7.6,44,-,Drama,"Kim Hae-sook, Myeong-Gil Choi, Jong-Hyun Hong, Kim So-yeon"
Second 20s,7.7,329,62 min,Drama,"Choi Ji-woo, Sang-yoon Lee, Choi Wonyoung, Min-Jae Kim"
Soldier,8.2,28,-,"Drama, History","Ju-hyuk Kim, Gyu-ri Kim, Bo-seok Jeong, Sang-min Park"
Winter Sonata,8,"1,070",60 min,Romance,"Choi Ji-woo, Yong-jun Bae, Hye Eun Lee, Ha Jae-Young"
Dear. M,-,-,-,"Drama, Romance",-
The Great Show,7.5,97,66 min,Drama,"Kim Dong-young, Lee Do-Hyun, Tae Won-suk, Song Seung-heon"
Produce 101,7.8,114,-,"Music, Reality-TV","Cheetah, Keun-Suk Jang, BoA, Yoon-Jeong Bae"
Kung Fu Dino Posse,6,91,22 min,"Animation, Comedy","Brent Hirose, Nolan Balzer, Matthew Gorman, Laura Kolisnyk"
The Three Musketeers,7.4,107,-,"Action, Adventure, Drama","Yong-hwa Jung, Lee Jin-Wook, Dong-kun Yang, Jung Hae-In"
Kamen Rider Kiva,7.3,258,30 min,"Action, Adventure, Drama","Kôji Seto, Kôhei Takeda, Yû Takahashi, Keisuke Kato"
Dae Jang-Geum Is Watching,8.2,40,60 min,"Comedy, Romance","Sin Dong-Wook, Yuri Kwon, Yul-Eum Lee, Hyun Joon Kim"
Spiral Zone,7.7,221,30 min,"Animation, Action, Sci-Fi","Michael Bell, Denny Delk, Dan Gilvezan, Mona Marshall"
Little Forest,7.6,82,80 min,Reality-TV,"Seo-jin Lee, Na Rae Park, Lee Seung-gi, Jung So-Min"
Tazza,7.8,68,-,"Action, Drama, Romance","Jang Hyuk, Ye-seul Han, Min-Joon Kim, Seong-Yeon Kang"
Item,6.6,151,35 min,"Fantasy, Mystery","Ju Ji-Hoon, Se-Yeon Jin, Kang-woo Kim, Yoo-Ri Kim"
Team Bulldog: Off-duty Investigation,7.5,132,60 min,"Action, Crime, Drama","Tae-Hyun Cha, Sun-Bin Lee, Sang-Hoon Jung, Yoon Kyung-ho"
Produce 48,7.9,81,-,"Music, Reality-TV","Lee Seung-gi, Hong-ki Lee, Cheetah, Yoon-Jeong Bae"
Blood Palace,7.4,31,-,"Drama, History, Romance","Kim Hyun-joo, Lee Deok-hwa, Song Seon-mi, Sung Mo Jung"
Only One Person,-,-,-,"Drama, Romance",-
On the Way to the Airport,7.5,141,70 min,"Drama, Romance","Ha-neul Kim, Sang-yoon Lee, Yeo-jin Choi, Seong-rok Sin"
Prosecutor Princess,7.1,269,70 min,Romance,"Shi-hoo Park, Kim So-yeon, Lee Jong-Suk, Jeong-su Han"
Miracle That We Met,7.8,108,60 min,Drama,"Joseph Lee, Kim Hyun-joo, Myung-Min Kim, Chang-Seok Ko"
Secret Campus,8.6,29,60 min,"Drama, Mystery, Romance","Sun-young Ahn, Yong-Joon Ahn, Park Bo-Young, Cheol-ho Choi"
Real Men 300,-,-,70 min,"Documentary, Drama, Reality-TV",-
BTS Gayo,9.3,322,-,Game-Show,"BTS, J-Hope, Jimin, Jin"
Summer Scent,7.1,193,-,Romance,"Song Seung-heon, Son Ye-jin, Jin Ryu, Ji-hye Han"
Argon,7.4,245,-,Drama,"Ju-hyuk Kim, Woo-hee Chun, Shin Hyon Bin, Il-Joo Ji"
Kwaegeol Chun-hyang,7.6,451,60 min,"Comedy, Drama, Romance","Chae-Young Han, Hee Jae, Tae-woong Eom, Si-eun Park"
Modern Farmer,7.5,224,-,"Comedy, Romance","Hong-ki Lee, Kwak Dong-yeon, Min Woo Park, Lee Si-eon"
Standby,9.3,35,-,Comedy,"Jung-woo Choi, Simon Dominic, Park Joon-geum, Claudia Kim"
Miniforce X,5.1,16,-,Animation,"Connie Fernandez, Rayner Gabriel, Donald Guzzi, Jason Kesser"
Save the Last Dance for Me,8.2,79,-,Romance,"Lee Bo-young, Seong Ji, Yoo-jin Kim, Soo-young Ryu"
My Runway,6.4,236,25 min,"Comedy, Drama, Fantasy","Ahn Bo-Hyun, Kang Dong Ho, Kisum, Ji-Yeon Park"
Jugglers,7.2,262,65 min,"Comedy, Romance","Daniel Choi, Jin-hee Baek, Won-geun Lee, Kang Hye-jeong"
Successful Story of a Bright Girl,8,88,60 min,Drama,"Jang Hyuk, Jang Na-ra, Ja-Hyeon Chu, Eun-jeong Han"
Ex-Girlfriend Club,6.7,207,-,"Comedy, Romance","Song Ji-Hyo, Yo-Han Byun, Yun-ji Lee, Ji-eun Jang"
Cloud Bread,6.9,16,-,"Animation, Comedy, Family","Wendee Lee, Barbara Goodson, Mona Marshall, Kirk Thornton"
Hidden Identity,6.9,111,-,"Action, Thriller","Kim Bum, Park Sung-woong, So-yi Yoon, Won-jong Lee"
Spark,6.9,54,14 min,Drama,"Na In-Woo, Bo-ra Nam, Yeo One"
Kamen Rider Den-O,7.6,426,25 min,"Action, Adventure, Comedy","Takeru Satoh, Rina Akiyama, Toshihiko Seki, Kenjirô Ishimaru"
Running Man,8,29,-,"Animation, Comedy","Carrie Savage, Matthew Ip Shaw, Daniel J. Edwards, Rachel Slotky"
New Journey to the West,8.7,108,-,Reality-TV,"Kyu-hyun Cho, Ji-won Eun, Ahn Jae-Hyun, Ho-Dong Kang"
"Persevere, Goo Hae-Ra",7.2,46,70 min,"Music, Romance","Hyo-Rin Min, Si-Yang Kwak, Jung Jinyoung, Henry Lau"
"Tayo, the Little Bus",5.4,153,11 min,"Animation, Comedy, Family","Jul Kohler, Patricia Kalis, Aramis Merlin, Tea Wagner"
Discovery of Love,7.2,279,60 min,"Comedy, Romance","Yu-mi Jung, Eric Moon, Sung Jun, Seul-gi Kim"
Ugly Alert,8.5,39,35 min,"Drama, Romance","Ho-jin Chun, Lee Il-Hwa, Byeol Kang, Seol-Hyun Kim"
Flower Boy Ramyun Shop,7,750,45 min,"Comedy, Romance","Il-Woo Jung, Chung-Ah Lee, Ki-woo Lee, Kim Ye-Won"
Nonstop,8.2,55,25 min,Comedy,"Hee-chul Kim, Lee Min-ki, Eun-pi Kang, Eun-kyeong Lim"
Sweet Revenge 2,7.1,108,-,Mystery,"Seo-hyun Ahn, Min-Hyuk Ji, Song Soo Hyun, Ji-young Kim"
Eve's Love,7.2,6,40 min,"Drama, Romance","Yun Se-ah, Min-Kyeong Kim, Choe-un Park, Dong-ha Lee"
Special Affairs Team TEN,8.1,109,-,"Crime, Drama, Thriller","Sang-uk Joo, Kim Sang-Ho, An Jo, Woo-sik Choi"
Law of the Jungle,8.3,47,-,Reality-TV,"Byung-man Kim, Ricky Kim, Ji-won Shin, Sam Hammington"
